# Opening names, from lichess-org/chess-openings (CC0), with
# Persian family names added. Built by python/openings.py.
# eco<TAB>name<TAB>persian family<TAB>moves in UCI
A00	Hungarian Opening	گشایش مجاری	g2g3
A00	Hungarian Opening: Asten Gambit	گشایش مجاری	g2g3 b8c6 b1c3 d7d5 d2d4 e7e5 d4e5 d5d4 c3e4 f7f5
A00	Hungarian Opening: Burk Gambit	گشایش مجاری	g2g3 e7e5 a2a3 d7d5 g1f3 e5e4 f3h4 f8e7 d2d3
A00	Hungarian Opening: Bücker Gambit	گشایش مجاری	g2g3 d7d5 f1g2 e7e5 b2b4
A00	Hungarian Opening: Catalan Formation	گشایش مجاری	g2g3 d7d5 f1g2 e7e6
A00	Hungarian Opening: Dutch Defense	گشایش مجاری	g2g3 f7f5
A00	Hungarian Opening: Indian Defense	گشایش مجاری	g2g3 g8f6
A00	Hungarian Opening: Myers Defense	گشایش مجاری	g2g3 g7g5
A00	Hungarian Opening: Pachman Gambit	گشایش مجاری	g2g3 f7f5 e2e4 f5e4 d1h5 g7g6
A00	Hungarian Opening: Paris Gambit	گشایش مجاری	g2g3 e7e5 g1h3 d7d5 f2f4 c8h3 f1h3 e5f4 e1g1
A00	Hungarian Opening: Reversed Alekhine	گشایش مجاری	g2g3 e7e5 g1f3
A00	Hungarian Opening: Reversed Brooklyn Defense, Brooklyn Benko Gambit	گشایش مجاری	g2g3 e7e5 g1f3 e5e4 f3g1 g8f6 b2b4
A00	Hungarian Opening: Reversed Modern Defense	گشایش مجاری	g2g3 d7d5 f1g2 c7c5
A00	Hungarian Opening: Reversed Norwegian Defense	گشایش مجاری	g2g3 e7e5 g1f3 e5e4 f3h4
A00	Hungarian Opening: Sicilian Invitation	گشایش مجاری	g2g3 c7c5
A00	Hungarian Opening: Slav Formation	گشایش مجاری	g2g3 d7d5 f1g2 c7c6
A00	Hungarian Opening: Symmetrical Variation	گشایش مجاری	g2g3 g7g6
A00	Hungarian Opening: Van Kuijk Gambit	گشایش مجاری	g2g3 h7h5 g1f3 h5h4
A00	Hungarian Opening: Winterberg Gambit	گشایش مجاری	g2g3 d7d5 f1g2 e7e5 c2c4 d5c4 b2b3
A00	Kádas Opening	گشایش کاداش	h2h4
A00	Kádas Opening: Beginner's Trap	گشایش کاداش	h2h4 d7d5 h1h3
A00	Kádas Opening: Koola-Koola Variation	گشایش کاداش	h2h4 a7a5
A00	Kádas Opening: Kádas Gambit	گشایش کاداش	h2h4 c7c5 b2b4
A00	Kádas Opening: Kádas Gambit	گشایش کاداش	h2h4 d7d5 d2d4 c7c5 g1f3 c5d4 c2c3
A00	Kádas Opening: Kádas Gambit	گشایش کاداش	h2h4 e7e5 d2d4 e5d4 c2c3
A00	Kádas Opening: Myers Variation	گشایش کاداش	h2h4 d7d5 d2d4 c7c5 e2e4
A00	Kádas Opening: Schneider Gambit	گشایش کاداش	h2h4 g7g5
A00	Kádas Opening: Steinbok Gambit	گشایش کاداش	h2h4 f7f5 e2e4 f5e4 d2d3
A00	Lasker Simul Special	ویژه‌ی سیمولتانه‌ی لاسکر	g2g3 h7h5
A00	Mieses Opening	گشایش میزس	d2d3
A00	Mieses Opening: Myers Spike Attack	گشایش میزس	d2d3 g7g6 g2g4
A00	Mieses Opening: Reversed Rat	گشایش میزس	d2d3 e7e5
A00	Mieses Opening: Venezolana Variation	گشایش میزس	d2d3 c7c5 b1c3 b8c6 g2g3
A00	Polish Opening	گشایش لهستانی	b2b4
A00	Polish Opening, with d5	گشایش لهستانی، با d5	b2b4 d7d5
A00	Polish Opening, with d5	گشایش لهستانی، با d5	b2b4 d7d5 c1b2 g8f6 g1f3
A00	Polish Opening: Baltic Defense	گشایش لهستانی	b2b4 d7d5 c1b2 c8f5
A00	Polish Opening: Birmingham Gambit	گشایش لهستانی	b2b4 c7c5
A00	Polish Opening: Bugayev Advance Variation	گشایش لهستانی	b2b4 e7e5 c1b2 f7f6 b4b5
A00	Polish Opening: Bugayev Attack	گشایش لهستانی	b2b4 e7e5 a2a3
A00	Polish Opening: Czech Defense	گشایش لهستانی	b2b4 e7e5 c1b2 d7d6
A00	Polish Opening: Dutch Defense	گشایش لهستانی	b2b4 f7f5
A00	Polish Opening: German Defense	گشایش لهستانی	b2b4 d7d5 c1b2 d8d6
A00	Polish Opening: Grigorian Variation	گشایش لهستانی	b2b4 b8c6
A00	Polish Opening: Karniewski Variation	گشایش لهستانی	b2b4 g8h6
A00	Polish Opening: King's Indian Variation	گشایش لهستانی	b2b4 g8f6 c1b2 g7g6
A00	Polish Opening: King's Indian Variation, Schiffler Attack	گشایش لهستانی	b2b4 g8f6 c1b2 g7g6 e2e4
A00	Polish Opening: King's Indian Variation, Sokolsky Attack	گشایش لهستانی	b2b4 g8f6 c1b2 g7g6 c2c4 f8g7 e2e3 d7d6 g1f3 e8g8 d2d4
A00	Polish Opening: Myers Variation	گشایش لهستانی	b2b4 d7d5 c1b2 c7c6 a2a4
A00	Polish Opening: Outflank Variation	گشایش لهستانی	b2b4 c7c6
A00	Polish Opening: Outflank Variation, Schuehler Gambit	گشایش لهستانی	b2b4 c7c6 c1b2 a7a5 b4b5
A00	Polish Opening: Queen's Indian Variation	گشایش لهستانی	b2b4 e7e6 c1b2 g8f6 b4b5 b7b6
A00	Polish Opening: Queenside Defense	گشایش لهستانی	b2b4 e7e6 c1b2 g8f6 b4b5 a7a6
A00	Polish Opening: Rooks Swap Line	گشایش لهستانی	b2b4 e7e6 c1b2 g8f6 b4b5 a7a6 a2a4 a6b5 a4b5 a8a1 b2a1
A00	Polish Opening: Schiffler-Sokolsky Variation	گشایش لهستانی	b2b4 e7e6 c1b2 g8f6 b4b5 d7d5 e2e3
A00	Polish Opening: Schuehler Gambit	گشایش لهستانی	b2b4 c7c6 c1b2 a7a5 b4b5 c6b5 e2e4
A00	Polish Opening: Symmetrical Variation	گشایش لهستانی	b2b4 b7b5
A00	Polish Opening: Tartakower Gambit	گشایش لهستانی	b2b4 e7e5 c1b2 f7f6 e2e4
A00	Polish Opening: Wolferts Gambit	گشایش لهستانی	b2b4 e7e5 c1b2 c7c5
A00	Saragossa Opening	گشایش ساراگوسا	c2c3
A00	Sodium Attack	حمله‌ی سدیم	b1a3
A00	Sodium Attack: Celadon Variation	حمله‌ی سدیم	b1a3 e7e5 d2d3 f8a3 b2a3 d7d5 e2e3 c7c5 a1b1
A00	Sodium Attack: Chenoboskion Variation	حمله‌ی سدیم	b1a3 g7g6 g2g4
A00	Sodium Attack: Durkin Gambit	حمله‌ی سدیم	b1a3 e7e5 a3c4 b8c6 e2e4 f7f5
A00	Valencia Opening	گشایش والنسیا	d2d3 e7e5 b1d2
A00	Van Geet Opening	گشایش فان گیت	b1c3
A00	Van Geet Opening: Battambang Variation	گشایش فان گیت	a2a3 e7e5 b1c3
A00	Van Geet Opening: Billockus-Johansen Gambit	گشایش فان گیت	b1c3 e7e5 g1f3 f8c5
A00	Van Geet Opening: Damhaug Gambit	گشایش فان گیت	b1c3 d7d5 f2f4 e7e5
A00	Van Geet Opening: Dougherty Gambit	گشایش فان گیت	b1c3 d7d5 e2e4 d5e4 f2f3
A00	Van Geet Opening: Dunst-Perrenet Gambit	گشایش فان گیت	b1c3 d7d5 e2e4 d5e4 d2d3
A00	Van Geet Opening: Düsseldorf Gambit	گشایش فان گیت	b1c3 c7c5 b2b4
A00	Van Geet Opening: Gladbacher Gambit	گشایش فان گیت	b1c3 e7e5 b2b3 d7d5 e2e4 d5e4 d2d3
A00	Van Geet Opening: Hector Gambit	گشایش فان گیت	b1c3 d7d5 e2e4 d5e4 f1c4
A00	Van Geet Opening: Hergert Gambit	گشایش فان گیت	b1c3 d7d6 f2f4 e7e5 f4e5 b8c6
A00	Van Geet Opening: Hulsemann Gambit	گشایش فان گیت	b1c3 e7e5 e2e3 d7d5 d1h5 c8e6
A00	Van Geet Opening: Jendrossek Gambit	گشایش فان گیت	b1c3 d7d5 f2f4 d5d4 c3e4 f7f5 e4f2 g8f6 g1f3 c7c5 b2b4
A00	Van Geet Opening: Kluever Gambit	گشایش فان گیت	b1c3 f7f5 e2e4 f5e4 d2d3
A00	Van Geet Opening: Laroche Gambit	گشایش فان گیت	b1c3 b7b5
A00	Van Geet Opening: Liebig Gambit	گشایش فان گیت	b1c3 e7e5 e2e3 d7d5 d1h5 g8f6
A00	Van Geet Opening: Melleby Gambit	گشایش فان گیت	b1c3 d7d5 f2f4 d5d4 c3e4 c7c5
A00	Van Geet Opening: Myers Attack	گشایش فان گیت	b1c3 g7g6 h2h4
A00	Van Geet Opening: Napoleon Attack	گشایش فان گیت	b1c3 e7e5 g1f3 b8c6 d2d4
A00	Van Geet Opening: Novosibirsk Variation	گشایش فان گیت	b1c3 c7c5 d2d4 c5d4 d1d4 b8c6 d4h4
A00	Van Geet Opening: Nowokunski Gambit	گشایش فان گیت	b1c3 e7e5 f2f4 e5f4 e2e4
A00	Van Geet Opening: Pfeiffer Gambit	گشایش فان گیت	b1c3 d7d5 f2f4 d5d4 c3e4 e7e5
A00	Van Geet Opening: Pfeiffer Gambit, Sleipnir Countergambit	گشایش فان گیت	b1c3 d7d5 f2f4 d5d4 c3e4 e7e5 g1f3
A00	Van Geet Opening: Reversed Nimzowitsch	گشایش فان گیت	b1c3 e7e5
A00	Van Geet Opening: Reversed Scandinavian	گشایش فان گیت	b1c3 e7e5 d2d4 e5d4 d1d4 b8c6 d4a4
A00	Van Geet Opening: Sicilian Two Knights	گشایش فان گیت	b1c3 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4
A00	Van Geet Opening: Sleipnir Gambit	گشایش فان گیت	b1c3 d7d5 e2e3 e7e5 d2d4 f8b4
A00	Van Geet Opening: Twyble Attack	گشایش فان گیت	b1c3 c7c5 a1b1
A00	Van Geet Opening: Tübingen Gambit	گشایش فان گیت	b1c3 g8f6 g2g4
A00	Van Geet Opening: Venezolana Variation	گشایش فان گیت	b1c3 d7d5 d2d3 g8f6 g2g3
A00	Van Geet Opening: Warsteiner Gambit	گشایش فان گیت	b1c3 d7d5 f2f4 g7g5
A00	Van't Kruijs Opening	گشایش فانت کرویس	e2e3
A00	Van't Kruijs Opening: Bouncing Bishop Variation	گشایش فانت کرویس	e2e3 e7e5 f1c4 b7b5 c4b3
A00	Van't Kruijs Opening: Keoni-Hiva Gambit, Akahi Variation	گشایش فانت کرویس	e2e3 e7e5 b1c3 g8f6 f2f4 e5f4 g1f3
A00	Van't Kruijs Opening: Keoni-Hiva Gambit, Alua Variation	گشایش فانت کرویس	e2e3 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3
A00	Van't Kruijs Opening: Keoni-Hiva Gambit, Ekolu Variation	گشایش فانت کرویس	e2e3 e7e5 b1c3 d7d5 f2f4 e5f4 g1f3
A00	Ware Opening	گشایش ویر	a2a4
A00	Ware Opening: Cologne Gambit	گشایش ویر	a2a4 b7b6 d2d4 d7d5 b1c3 b8d7
A00	Ware Opening: Crab Variation	گشایش ویر	a2a4 e7e5 h2h4
A00	Ware Opening: Meadow Hay Trap	گشایش ویر	a2a4 e7e5 a1a3
A00	Ware Opening: Symmetric Variation	گشایش ویر	a2a4 a7a5
A00	Ware Opening: Ware Gambit	گشایش ویر	a2a4 e7e5 a4a5 d7d5 e2e3 f7f5 a5a6
A00	Ware Opening: Wing Gambit	گشایش ویر	a2a4 b7b5 a4b5 c8b7
A01	Nimzo-Larsen Attack	حمله‌ی نیمزو-لارسن	b2b3
A01	Nimzo-Larsen Attack: Classical Variation	حمله‌ی نیمزو-لارسن	b2b3 d7d5
A01	Nimzo-Larsen Attack: Dutch Variation	حمله‌ی نیمزو-لارسن	b2b3 f7f5
A01	Nimzo-Larsen Attack: English Variation	حمله‌ی نیمزو-لارسن	b2b3 c7c5
A01	Nimzo-Larsen Attack: Graz Attack	حمله‌ی نیمزو-لارسن	b2b3 d7d5 c1a3
A01	Nimzo-Larsen Attack: Indian Variation	حمله‌ی نیمزو-لارسن	b2b3 g8f6
A01	Nimzo-Larsen Attack: Modern Variation	حمله‌ی نیمزو-لارسن	b2b3 e7e5
A01	Nimzo-Larsen Attack: Modern Variation	حمله‌ی نیمزو-لارسن	b2b3 e7e5 c1b2 b8c6
A01	Nimzo-Larsen Attack: Modern Variation	حمله‌ی نیمزو-لارسن	b2b3 e7e5 c1b2 b8c6 e2e3
A01	Nimzo-Larsen Attack: Modern Variation	حمله‌ی نیمزو-لارسن	b2b3 e7e5 c1b2 b8c6 c2c4 g8f6
A01	Nimzo-Larsen Attack: Pachman Gambit	حمله‌ی نیمزو-لارسن	b2b3 e7e5 c1b2 b8c6 f2f4
A01	Nimzo-Larsen Attack: Polish Variation	حمله‌ی نیمزو-لارسن	b2b3 b7b5
A01	Nimzo-Larsen Attack: Ringelbach Gambit	حمله‌ی نیمزو-لارسن	b2b3 f7f5 c1b2 e7e6 e2e4
A01	Nimzo-Larsen Attack: Spike Variation	حمله‌ی نیمزو-لارسن	b2b3 g8f6 c1b2 g7g6 g2g4
A01	Nimzo-Larsen Attack: Symmetrical Variation	حمله‌ی نیمزو-لارسن	b2b3 b7b6
A02	Bird Opening	گشایش برد	f2f4
A02	Bird Opening: Batavo-Polish Attack	گشایش برد	f2f4 g8f6 g1f3 g7g6 b2b4
A02	Bird Opening: Double Duck Formation	گشایش برد	f2f4 f7f5 d2d4 d7d5
A02	Bird Opening: From's Gambit	گشایش برد	f2f4 e7e5
A02	Bird Opening: From's Gambit, Bahr Gambit	گشایش برد	f2f4 e7e5 b1c3
A02	Bird Opening: From's Gambit, Langheld Gambit	گشایش برد	f2f4 e7e5 f4e5 d7d6 e5d6 g8f6
A02	Bird Opening: From's Gambit, Lasker Variation	گشایش برد	f2f4 e7e5 f4e5 d7d6 e5d6 f8d6 g1f3 g7g5
A02	Bird Opening: From's Gambit, Lipke Variation	گشایش برد	f2f4 e7e5 f4e5 d7d6 e5d6 f8d6 g1f3 g8h6 d2d4
A02	Bird Opening: Hobbs Gambit	گشایش برد	f2f4 g7g5
A02	Bird Opening: Hobbs-Zilbermints Gambit	گشایش برد	f2f4 h7h6 g1f3 g7g5
A02	Bird Opening: Horsefly Defense	گشایش برد	f2f4 g8h6
A02	Bird Opening: Lasker Gambit	گشایش برد	f2f4 e7e5 f4e5 f7f6
A02	Bird Opening: Mujannah	گشایش برد	f2f4 g8f6 c2c4
A02	Bird Opening: Myers Defense	گشایش برد	f2f4 b7b5
A02	Bird Opening: Platz Gambit	گشایش برد	f2f4 e7e5 f4e5 g8e7
A02	Bird Opening: Schlechter Gambit	گشایش برد	f2f4 e7e5 f4e5 b8c6
A02	Bird Opening: Siegener Gambit	گشایش برد	f2f4 e7e5 d2d4 e5d4 g1f3 c7c5 c2c3
A02	Bird Opening: Swiss Gambit	گشایش برد	f2f4 f7f5 e2e4 f5e4 b1c3 g8f6 g2g4
A02	Bird Opening: Wagner-Zwitersch Gambit	گشایش برد	f2f4 f7f5 e2e4
A03	Bird Opening: Dutch Variation	گشایش برد	f2f4 d7d5
A03	Bird Opening: Dutch Variation, Dudweiler Gambit	گشایش برد	f2f4 d7d5 g2g4
A03	Bird Opening: Lasker Variation	گشایش برد	f2f4 d7d5 g1f3 g8f6 e2e3 c7c5
A03	Bird Opening: Sturm Gambit	گشایش برد	f2f4 d7d5 c2c4
A03	Bird Opening: Thomas Gambit	گشایش برد	f2f4 d7d5 b2b3 g8f6 c1b2 d5d4 g1f3 c7c5 e2e3
A03	Bird Opening: Williams Gambit	گشایش برد	f2f4 d7d5 e2e4
A03	Bird Opening: Williams Gambit	گشایش برد	f2f4 d7d5 e2e4 d5e4 b1c3 g8f6 d1e2
A03	Bird Opening: Williams-Zilbermints Gambit	گشایش برد	f2f4 d7d5 e2e4 d5e4 b1c3 g8f6 g1e2
A04	Colle System: Rhamphorhynchus Variation	سیستم کوله	g1f3 c7c5 e2e3 g7g6 d2d4 f8g7 d4c5 d8a5
A04	Modern Defense: Semi-Averbakh Variation, Polish Variation	دفاع مدرن	g1f3 c7c5 c2c4 g7g6 d2d4 f8g7 e2e4 d8b6
A04	Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation	دفاع مدرن	g1f3 c7c5 c2c4 g7g6 d2d4 f8g7 e2e4 d8a5
A04	Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Accepted	دفاع مدرن	g1f3 g7g6 d2d4 f8g7 e2e4 d7d6 c2c4 c7c5 d4c5 d8a5
A04	Zukertort Defense: Kingside Variation	دفاع زوکرتورت	g1f3 g8h6 d2d4 g7g6
A04	Zukertort Defense: Sicilian Knight Variation	دفاع زوکرتورت	g1f3 b8a6 e2e4 c7c5
A04	Zukertort Opening	گشایش زوکرتورت	g1f3
A04	Zukertort Opening: Arctic Defense	گشایش زوکرتورت	g1f3 f7f6
A04	Zukertort Opening: Arctic Defense, Drunken Knight Variation	گشایش زوکرتورت	g1f3 f7f6 e2e4 g8h6 d2d4 h6f7
A04	Zukertort Opening: Basman Defense	گشایش زوکرتورت	g1f3 h7h6
A04	Zukertort Opening: Black Mustang Defense	گشایش زوکرتورت	g1f3 b8c6
A04	Zukertort Opening: Drunken Cavalry Variation	گشایش زوکرتورت	g1f3 b8a6 e2e4 g8h6
A04	Zukertort Opening: Dutch Variation	گشایش زوکرتورت	g1f3 f7f5
A04	Zukertort Opening: Herrstrom Gambit	گشایش زوکرتورت	g1f3 g7g5
A04	Zukertort Opening: Kingside Fianchetto	گشایش زوکرتورت	g1f3 g7g6
A04	Zukertort Opening: Lisitsyn Gambit	گشایش زوکرتورت	g1f3 f7f5 e2e4
A04	Zukertort Opening: Lisitsyn Gambit Deferred	گشایش زوکرتورت	g1f3 f7f5 d2d3 g8f6 e2e4
A04	Zukertort Opening: Pirc Invitation	گشایش زوکرتورت	g1f3 d7d6
A04	Zukertort Opening: Polish Defense	گشایش زوکرتورت	g1f3 b7b5
A04	Zukertort Opening: Queen's Gambit Invitation	گشایش زوکرتورت	g1f3 e7e6
A04	Zukertort Opening: Queenside Fianchetto Variation	گشایش زوکرتورت	g1f3 b7b6
A04	Zukertort Opening: Ross Gambit	گشایش زوکرتورت	g1f3 e7e5
A04	Zukertort Opening: Shabalov Gambit	گشایش زوکرتورت	g1f3 e7e6 c2c4 a7a6 b1c3 c7c5 g2g3 b7b5
A04	Zukertort Opening: Sicilian Invitation	گشایش زوکرتورت	g1f3 c7c5
A04	Zukertort Opening: Slav Invitation	گشایش زوکرتورت	g1f3 c7c6
A04	Zukertort Opening: Speelsmet Gambit	گشایش زوکرتورت	g1f3 c7c5 d2d4 c5d4 e2e3
A04	Zukertort Opening: St. George Defense	گشایش زوکرتورت	g1f3 a7a6
A04	Zukertort Opening: The Walrus	گشایش زوکرتورت	g1f3 e7e5 f3e5 b8c6 e5c6 d7c6
A04	Zukertort Opening: Vos Gambit	گشایش زوکرتورت	g1f3 d7d6 d2d4 e7e5
A04	Zukertort Opening: Wade Defense	گشایش زوکرتورت	g1f3 d7d6 e2e4 c8g4
A04	Zukertort Opening: Ware Defense	گشایش زوکرتورت	g1f3 a7a5
A05	King's Indian Attack	حمله‌ی هندی شاه	g1f3 g8f6 g2g3 d7d5
A05	King's Indian Attack: Smyslov Variation	حمله‌ی هندی شاه	g1f3 g8f6 g2g3 g7g6 b2b4
A05	King's Indian Attack: Spassky Variation	حمله‌ی هندی شاه	g1f3 g8f6 g2g3 b7b5
A05	King's Indian Attack: Symmetrical Defense	حمله‌ی هندی شاه	g1f3 g8f6 g2g3 g7g6
A05	King's Indian Attack: Wahls Defense	حمله‌ی هندی شاه	g1f3 g8f6 g2g3 g7g6 f1g2 f8g7 e1g1 e8g8 d2d3 d7d5
A05	Polish Opening: Zukertort System	گشایش لهستانی	g1f3 g8f6 b2b4 g7g6 c1b2
A05	Zukertort Opening	گشایش زوکرتورت	g1f3 g8f6
A05	Zukertort Opening	گشایش زوکرتورت	g1f3 g8f6 b1c3 b8c6
A05	Zukertort Opening: Double Fianchetto Attack	گشایش زوکرتورت	g1f3 g8f6 g2g3 g7g6 b2b3 f8g7 c1b2 e8g8 f1g2 d7d6 e1g1
A05	Zukertort Opening: Lemberger Gambit	گشایش زوکرتورت	g1f3 g8f6 e2e4
A05	Zukertort Opening: Myers Polish Attack	گشایش زوکرتورت	g1f3 g8f6 a2a4 g7g6 b2b4
A05	Zukertort Opening: Nimzo-Larsen Variation	گشایش زوکرتورت	g1f3 g8f6 b2b3
A05	Zukertort Opening: Quiet System	گشایش زوکرتورت	g1f3 g8f6 e2e3
A06	Nimzo-Larsen Attack: Classical Variation	حمله‌ی نیمزو-لارسن	g1f3 d7d5 b2b3
A06	Nimzo-Larsen Attack: Norfolk Gambit	حمله‌ی نیمزو-لارسن	g1f3 d7d5 b2b3 c7c5 e2e4
A06	Nimzo-Larsen Attack: Norfolk Gambit	حمله‌ی نیمزو-لارسن	g1f3 d7d5 b2b3 g8f6 c1b2 c7c5 e2e4
A06	Zukertort Opening	گشایش زوکرتورت	g1f3 d7d5
A06	Zukertort Opening: Ampel Variation	گشایش زوکرتورت	g1f3 d7d5 h1g1
A06	Zukertort Opening: Old Indian Attack	گشایش زوکرتورت	g1f3 d7d5 d2d3
A06	Zukertort Opening: Pachman Gambit	گشایش زوکرتورت	g1f3 d7d5 e2e3 c7c5 c2c4 d5c4 b2b3
A06	Zukertort Opening: Regina-Nu Gambit	گشایش زوکرتورت	g1f3 d7d5 b2b3 c7c5 c2c4 d5c4 b1c3
A06	Zukertort Opening: Reversed Mexican Defense	گشایش زوکرتورت	g1f3 d7d5 b1c3
A06	Zukertort Opening: Santasiere's Folly	گشایش زوکرتورت	b2b4 d7d5 g1f3
A06	Zukertort Opening: Tennison Gambit	گشایش زوکرتورت	e2e4 d7d5 g1f3
A06	Zukertort Opening: Tennison Gambit, Brigg's Trap	گشایش زوکرتورت	e2e4 d7d5 g1f3 d5e4 f3g5 g8f6 b1c3 c8f5 d1e2 d8d4
A06	Zukertort Opening: The Potato	گشایش زوکرتورت	g1f3 d7d5 a2a4
A07	Hungarian Opening: Wiedenhagen-Beta Gambit	گشایش مجاری	g2g3 d7d5 g1f3 g7g5
A07	King's Indian Attack	حمله‌ی هندی شاه	g1f3 d7d5 g2g3
A07	King's Indian Attack, with Bf5	حمله‌ی هندی شاه، با Bf5	g1f3 g8f6 g2g3 d7d5 f1g2 c7c6 e1g1 c8f5
A07	King's Indian Attack, with Bf5	حمله‌ی هندی شاه، با Bf5	g1f3 g8f6 g2g3 d7d5 f1g2 c7c6 e1g1 c8f5 d2d3 h7h6
A07	King's Indian Attack, with Bf5	حمله‌ی هندی شاه، با Bf5	g1f3 g8f6 g2g3 d7d5 f1g2 c7c6 e1g1 c8f5 d2d3 h7h6 c2c4 d5c4
A07	King's Indian Attack, with Bf5	حمله‌ی هندی شاه، با Bf5	g1f3 g8f6 g2g3 d7d5 f1g2 c7c6 e1g1 c8f5 d2d3 e7e6 b1d2
A07	King's Indian Attack, with Bf5	حمله‌ی هندی شاه، با Bf5	g1f3 g8f6 g2g3 d7d5 f1g2 c7c6 e1g1 c8f5 d2d3 e7e6 f3h4
A07	King's Indian Attack, with e6	حمله‌ی هندی شاه، با e6	g1f3 g8f6 g2g3 d7d5 f1g2 e7e6
A07	King's Indian Attack, with e6	حمله‌ی هندی شاه، با e6	g1f3 g8f6 g2g3 d7d5 f1g2 e7e6 e1g1 f8e7
A07	King's Indian Attack: Double Fianchetto	حمله‌ی هندی شاه	g1f3 d7d5 g2g3 g7g6
A07	King's Indian Attack: Keres Variation	حمله‌ی هندی شاه	g1f3 d7d5 g2g3 c8g4
